"system","code","display","count"
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","S62.24",,205
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","S42.23",,205
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","S02.69",,205
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","S72.40",,102
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","S42.45",,205
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","S62.13",,205
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","S72.00",,102
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","S42.49",,205
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","S62.17",,205
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","S02.7",,205
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","S02.5",,205
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","S42.3",,205
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","S62.11",,205
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","S42.43",,205
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","S62.20",,205
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","S02.65",,205
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","S72.7",,102
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","S62.22",,205
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","S42.8",,205
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","S72.9",,102
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","S62.30",,205
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","S62.0",,205
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","S62.32",,205
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","S62.60",,102
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","S72.2",,102
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","S62.33",,205
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","S62.23",,205
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","S42.29",,205
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","S62.8",,102
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","S02.0",,206
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","S62.52",,102
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","S02.64",,205
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","S62.63",,102
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","S42.12",,205
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","S02.63",,205
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","S42.9",,205
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","S42.22",,205
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","S72.05",,102
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","S42.41",,205
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","S32.02",,1
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","I60.1",,4
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","R00.1",,1
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","I80.28",,2
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","K25.7",,1
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","E12.11",,1
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","T23.20",,1
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","T43.8",,2
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","E55.9",,1
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","I48.9",,2
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","I48.0",,4
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","I48.2",,1
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","I25.12",,1
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","N28.1",,1
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","F23.0",,2
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","N30.0",,1
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","K29.0",,2
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","R50.88",,2
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","I10.91",,2
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","I48.9",,1
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","G63.2",,1
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","I10.90",,3
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","L20.9",,2
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","E78.2",,3
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","M81.00",,1
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","B02.2",,2
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","G63.0",,2
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","D63.9",,1
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","I15.90",,1
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","Z96.64",,2
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","I63.5",,2
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","D30.0",,1
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","R60.9",,1
